person_id,logged_on,exercise,reps,duration_sec,distance_km,laps,note,source
1,2026-02-12,pushup,180.0,,,,,gform
1,2026-02-14,pushup,150.0,,,,,gform
1,2026-02-18,run,,5760.0,14.3,,,gform
1,2026-02-20,run,,3600.0,8.3,,,gform
1,2026-02-21,pushup,100.0,,,,,gform
1,2026-02-21,run,,2400.0,6.0,,,gform
1,2026-02-22,run,,3600.0,9.0,,,gform
1,2026-02-23,run,,3600.0,7.5,,,gform
1,2026-02-24,core,100.0,,,,,gform
1,2026-02-24,pushup,100.0,,,,,gform
1,2026-02-24,pushup,100.0,,,,,gform
1,2026-02-25,pushup,120.0,,,,,gform
1,2026-02-27,pushup,100.0,,,,,gform
1,2026-03-01,run,,2580.0,5.4,,,gform
1,2026-03-02,run,,2880.0,6.0,,,gform
1,2026-03-03,run,,1200.0,2.7,,,gform
1,2026-03-04,pushup,280.0,,,,,gform
1,2026-03-05,pushup,200.0,,,,,gform
1,2026-03-07,run,,2100.0,4.3,,,gform
1,2026-03-08,run,,2700.0,5.7,,,gform
1,2026-03-09,pushup,100.0,,,,,gform
1,2026-03-09,run,,2580.0,5.2,,,gform
1,2026-03-10,pushup,300.0,,,,,gform
1,2026-03-11,pushup,200.0,,,,,gform
1,2026-03-12,pushup,190.0,,,,,gform
1,2026-03-14,run,,4320.0,8.9,,,gform
1,2026-03-16,pushup,300.0,,,,,gform
1,2026-03-16,run,,3240.0,7.0,,,gform
1,2026-03-17,pushup,100.0,,,,,gform
1,2026-03-20,pushup,230.0,,,,,gform
1,2026-03-21,run,,3600.0,8.4,,,gform
1,2026-03-22,run,,2760.0,5.9,,,gform
1,2026-03-23,pushup,200.0,,,,,gform
1,2026-03-23,run,,2400.0,4.9,,,gform
1,2026-03-25,pushup,120.0,,,,,gform
1,2026-03-26,pushup,340.0,,,,,gform
1,2026-03-28,pushup,200.0,,,,,gform
1,2026-03-28,run,,3600.0,7.5,,,gform
1,2026-03-29,run,,3600.0,6.8,,,gform
1,2026-03-31,pushup,100.0,,,,,gform
1,2026-04-02,core,200.0,,,,,gform
1,2026-04-03,core,200.0,,,,,gform
1,2026-04-04,run,,2880.0,6.1,,,gform
1,2026-04-05,run,,4500.0,9.2,,,gform
1,2026-04-06,run,,1800.0,3.6,,,gform
1,2026-04-08,pushup,200.0,,,,,gform
1,2026-04-10,run,,1800.0,3.7,,,gform
1,2026-04-14,pushup,150.0,,,,,gform
1,2026-04-15,core,20.0,,,,,gform
1,2026-04-15,pushup,110.0,,,,,gform
1,2026-04-17,pushup,100.0,,,,,gform
1,2026-04-19,run,,3600.0,7.8,,,gform
1,2026-04-21,core,300.0,,,,,gform
1,2026-04-21,pushup,320.0,,,,,gform
1,2026-04-22,run,,3000.0,6.1,,,gform
1,2026-04-23,run,,3600.0,7.3,,,gform
1,2026-04-25,run,,2700.0,6.9,,,gform
1,2026-04-26,run,,2400.0,5.5,,,gform
1,2026-04-28,core,100.0,,,,,gform
1,2026-04-28,pushup,50.0,,,,,gform
1,2026-04-29,pushup,100.0,,,,,gform
1,2026-05-02,run,,3000.0,6.6,,,gform
1,2026-05-03,run,,3000.0,6.2,,,gform
1,2026-05-04,run,,3600.0,8.1,,,gform
1,2026-05-05,run,,3600.0,8.0,,,gform
1,2026-05-06,run,,2040.0,4.5,,,gform
1,2026-05-07,run,,2400.0,5.0,,,gform
1,2026-05-08,core,250.0,,,,,gform
1,2026-05-08,pushup,250.0,,,,,gform
1,2026-05-09,run,,3600.0,8.2,,,gform
1,2026-05-10,run,,2700.0,6.4,,,gform
1,2026-05-11,core,300.0,,,,,gform
1,2026-05-11,pushup,300.0,,,,,gform
1,2026-05-12,pushup,200.0,,,,,gform
1,2026-05-13,run,,3600.0,7.6,,,gform
1,2026-05-15,run,,3600.0,7.3,,,gform
1,2026-05-18,run,,3600.0,8.1,,,gform
1,2026-05-19,pushup,300.0,,,,,gform
1,2026-05-20,run,,1920.0,4.2,,,gform
1,2026-05-21,pushup,100.0,,,,,gform
1,2026-05-22,pushup,310.0,,,,,gform
1,2026-05-22,run,,2400.0,5.0,,,gform
1,2026-05-25,run,,3600.0,7.7,,,gform
1,2026-05-27,core,200.0,,,,,gform
1,2026-05-28,core,100.0,,,,,gform
1,2026-05-31,run,,1800.0,3.8,,,gform
1,2026-06-02,run,,2700.0,6.3,,,gform
1,2026-06-03,run,,2700.0,5.7,,,gform
1,2026-06-05,pushup,300.0,,,,,gform
1,2026-06-07,run,,3600.0,8.1,,,gform
1,2026-06-08,core,200.0,,,,,gform
1,2026-06-11,core,250.0,,,,,gform
1,2026-06-11,pushup,200.0,,,,,gform
1,2026-06-14,run,,3600.0,8.2,,,gform
1,2026-06-16,pushup,280.0,,,,,gform
1,2026-06-16,pushup,300.0,,,,,gform
1,2026-06-20,run,,3600.0,8.0,,,gform
1,2026-06-22,pushup,60.0,,,,,gform
1,2026-06-23,pushup,410.0,,,,,gform
1,2026-06-24,pushup,100.0,,,,,gform
1,2026-06-25,pushup,200.0,,,,,gform
1,2026-06-26,pushup,200.0,,,,,gform
1,2026-06-26,pushup,200.0,,,,,gform
1,2026-06-26,pushup,200.0,,,,,gform
1,2026-06-27,run,,2760.0,6.0,,,gform
1,2026-06-29,pushup,100.0,,,,,gform
1,2026-07-03,pushup,200.0,,,,,gform
1,2026-07-04,run,,3000.0,6.1,,,gform
1,2026-07-06,run,,1380.0,3.0,,,gform
1,2026-07-11,run,,3000.0,6.0,,,gform
1,2026-07-17,run,,1860.0,4.0,,,gform
1,2026-07-18,run,,3300.0,7.3,,,gform
1,2026-07-20,pushup,200.0,,,,,gform
1,2026-07-23,pushup,160.0,,,,,gform
1,2026-07-25,run,,1800.0,3.6,,,gform
1,2026-07-26,run,,1560.0,3.3,,,gform
1,2026-07-27,pushup,200.0,,,,,gform
1,2026-07-27,run,,3000.0,6.0,,,gform
1,2026-07-28,run,,3600.0,7.3,,,gform
1,2026-08-02,run,,2400.0,5.7,,,gform
1,2026-08-03,run,,1860.0,4.0,,,gform
1,2026-08-04,run,,1800.0,3.5,,,gform
1,2026-08-05,run,,3120.0,7.0,,,gform
1,2026-08-09,run,,2580.0,6.0,,,gform
1,2026-08-10,run,,2760.0,6.0,,,gform
1,2026-08-12,pushup,150.0,,,,,gform
1,2026-08-12,run,,2400.0,5.2,,,gform
1,2026-08-16,run,,2460.0,5.0,,,gform
1,2026-08-23,run,,2820.0,6.0,,,gform
1,2026-08-27,pushup,200.0,,,,,gform
1,2026-08-29,run,,3000.0,6.2,,,gform
1,2026-08-30,run,,4500.0,10.1,,,gform
1,2026-09-01,pushup,300.0,,,,,gform
1,2026-09-01,run,,3420.0,7.4,,,gform
1,2026-09-02,pushup,130.0,,,,,gform
1,2026-09-02,run,,2400.0,5.0,,,gform
1,2026-09-04,run,,2940.0,6.0,,,gform
